"id","title","style_code","description","availability","price","brand","product_type","fb_product_category","google_product_category","inventory","item_group_id","pattern","gender","link","image_link","additional_image_link","visibility","colour","size","condition","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","custom_number_0","custom_number_1","custom_number_2","custom_number_3","custom_number_4"
"WP35527","Hugo Boss Illusion Gear Ballpoint Pen - Black","CNFWP0308","<p>The writing instruments in the ""Illusion"" collection are presented with textures and proportions to create an optical illusion, with a perfectly balanced silhouette. and subtle details.</p>","Out of stock","7920 INR","Hugo Boss","Ballpoint Pens","Writing Instruments","Writing Instruments","","CNFWP0308","solid","-","https://www.williampenn.net/product/hugo-boss-illusion-gear-ballpoint-pen-black-1729849821","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35527-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35527-1.jpg","published","Black","Free Size","new","WP35527","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35527-1.jpg","-","-","-","-","-","-","-"
"WP35528","Hugo Boss Illusion Gear Ballpoint Pen - Blue","CNFWP0308","<p>The writing instruments in the ""Illusion"" collection are presented with textures and proportions to create an optical illusion, with a perfectly balanced silhouette. and subtle details.</p>","Out of stock","7920 INR","Hugo Boss","Ballpoint Pens","Writing Instruments","Writing Instruments","","CNFWP0308","solid","-","https://www.williampenn.net/product/hugo-boss-illusion-gear-ballpoint-pen-blue-1729849822","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35528-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35528-1.jpg","published","Blue","Free Size","new","WP35528","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35528-1.jpg","-","-","-","-","-","-","-"
"WP35521","Hugo Boss Loop Ballpoint Pen - Blue","CNFWP0309","<p>The Loop's silhouette combines resolutely active and modern design elements, creating an optimal writing experience. These new colorful additions juxtapose a vibrant color palette with matte black trims.</p>","Out of stock","6120 INR","Hugo Boss","Ballpoint Pens","Writing Instruments","Writing Instruments","","CNFWP0309","solid","-","https://www.williampenn.net/product/hugo-boss-loop-ballpoint-pen-blue-1729849823","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35521-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35521-1.jpg","published","Blue","Free Size","new","WP35521","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35521-1.jpg","-","-","-","-","-","-","-"
"WP35529","Hugo Boss Ribbon Matrix Blueline Ballpoint Pen - Black","WP35529","<p>The Loop's silhouette combines resolutely active and modern design elements, creating an optimal writing experience. These new colorful additions juxtapose a vibrant color palette with matte black trims.</p>","In stock","8550 INR","Hugo Boss","Ballpoint Pens","Writing Instruments","Writing Instruments","2","WP35529","solid","-","https://www.williampenn.net/product/hugo-boss-ribbon-matrix-blueline-ballpoint-pen-black-1729849824","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35529-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35529-1.jpg","published","Black","Free Size","new","WP35529","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35529-1.jpg","-","-","-","-","-","-","-"
"WP35530","Hugo Boss Ribbon Matrix Redline Ballpoint Pen - Black","WP35530","<p>The Loop's silhouette combines resolutely active and modern design elements, creating an optimal writing experience. These new colorful additions juxtapose a vibrant color palette with matte black trims.</p>","In stock","8550 INR","Hugo Boss","Ballpoint Pens","Writing Instruments","Writing Instruments","9","WP35530","solid","-","https://www.williampenn.net/product/hugo-boss-ribbon-matrix-redline-ballpoint-pen-black-1729849825","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35530-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35530-1.jpg","published","Black","Free Size","new","WP35530","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35530-1.jpg","-","-","-","-","-","-","-"
"WP35534","Hugo Boss Loop Iconic Fountain Pen Medium- Black","WP35534","<p>The Loop's silhouette combines resolutely active and modern design elements, creating an optimal writing experience. These new colorful additions juxtapose a vibrant color palette with matte black trims.</p>","Out of stock","7020 INR","Hugo Boss","Fountain Pens","Writing Instruments","Writing Instruments","","WP35534","solid","-","https://www.williampenn.net/product/hugo-boss-loop-iconic-fountain-pen-medium-black-1729849826","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35534-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35534-1.jpg","published","Black","Medium","new","WP35534","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35534-1.jpg","-","-","-","-","-","-","-"
"WP35531","Hugo Boss Ribbon Matrix Yellowline Ballpoint Pen - Black","WP35531","<p>The Ribbon Matrix Blue pen is a combination of the Ribbon & Gear Matrix lines from HUGO BOSS. It is a simple yet striking pen with a black finish and fine coloured lines that give it a modern and youthful feel. Delivered in a beautiful branded box.</p>","Out of stock","8550 INR","Hugo Boss","Ballpoint Pens","Writing Instruments","Writing Instruments","","WP35531","solid","-","https://www.williampenn.net/product/hugo-boss-ribbon-matrix-yellowline-ballpoint-pen-black-1729849827","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35531-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35531-1.jpg","published","Black","Free Size","new","WP35531","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35531-1.jpg","-","-","-","-","-","-","-"
"WP35522","Hugo Boss Loop Ballpoint Pen - Matte Green","CNFWP0309","<p>The Ribbon Matrix Blue pen is a combination of the Ribbon & Gear Matrix lines from HUGO BOSS. It is a simple yet striking pen with a black finish and fine coloured lines that give it a modern and youthful feel. Delivered in a beautiful branded box.</p>","Out of stock","6120 INR","Hugo Boss","Ballpoint Pens","Writing Instruments","Writing Instruments","","CNFWP0309","solid","-","https://www.williampenn.net/product/hugo-boss-loop-ballpoint-pen-matte-green-1729849827","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35522-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35522-1.jpg","published","Green","Free Size","new","WP35522","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35522-1.jpg","-","-","-","-","-","-","-"
"WP35523","Hugo Boss Loop Ballpoint Pen - Matte Red","CNFWP0309","<p>The Ribbon Matrix Blue pen is a combination of the Ribbon & Gear Matrix lines from HUGO BOSS. It is a simple yet striking pen with a black finish and fine coloured lines that give it a modern and youthful feel. Delivered in a beautiful branded box.</p>","In stock","6120 INR","Hugo Boss","Ballpoint Pens","Writing Instruments","Writing Instruments","1","CNFWP0309","solid","-","https://www.williampenn.net/product/hugo-boss-loop-ballpoint-pen-matte-red-1729849829","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35523-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35523-1.jpg","published","Red","Free Size","new","WP35523","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35523-1.jpg","-","-","-","-","-","-","-"
"WP35459","Esterbrook Back To The Land Estie Funky Lake Fountain Pen With Gold Trims - Fine","CNFWP0310","<p>Introducing the ""Back to the Land"" series of fountain pens, a perfect blend of retro charm and modern functionality. Celebrate the 1970s era of flower power and free love with these highquality writing instruments, available in three unique colors: Quirky Leaf, Funky Lake, and Incredible Rock.</p><p>Choose between a button piston or cartridgeconverter filling mechanism to suit your writing preference. Each pen in this collection offers a nostalgic journey back to nature and the Americana spirit, making it an ideal choice for vintage design enthusiasts and those who value exceptional craftsmanship.</p>","In stock","17500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","2","CNFWP0310","solid","-","https://www.williampenn.net/product/esterbrook-back-to-the-land-estie-funky-lake-fountain-pen-with-gold-trims-fine-1730960825","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35459-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35459-1.jpg","published","Blue","Fine","new","WP35459","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35459-1.jpg","-","-","-","-","-","-","-"
"WP35461","Esterbrook Back To The Land Estie Funky Lake Piston Fountain Pen With Gold Trims - Fine","CNFWP0311","<p>Introducing the ""Back to the Land"" series of fountain pens, a perfect blend of retro charm and modern functionality. Celebrate the 1970s era of flower power and free love with these highquality writing instruments, available in three unique colors: Quirky Leaf, Funky Lake, and Incredible Rock.</p><p>Choose between a button piston or cartridgeconverter filling mechanism to suit your writing preference. Each pen in this collection offers a nostalgic journey back to nature and the Americana spirit, making it an ideal choice for vintage design enthusiasts and those who value exceptional craftsmanship.</p>","In stock","22500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","3","CNFWP0311","solid","-","https://www.williampenn.net/product/esterbrook-back-to-the-land-estie-funky-lake-piston-fountain-pen-with-gold-trims-fine-1730960826","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35461-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35461-1.jpg","published","Blue","Fine","new","WP35461","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35461-1.jpg","-","-","-","-","-","-","-"
"WP35456","Esterbrook Back To The Land Estie Incredible Rock Fountain Pen With Gold Trims - Broad","CNFWP0312","<p>Introducing the ""Back to the Land"" series of fountain pens, a perfect blend of retro charm and modern functionality. Celebrate the 1970s era of flower power and free love with these highquality writing instruments, available in three unique colors: Quirky Leaf, Funky Lake, and Incredible Rock.</p><p>Choose between a button piston or cartridgeconverter filling mechanism to suit your writing preference. Each pen in this collection offers a nostalgic journey back to nature and the Americana spirit, making it an ideal choice for vintage design enthusiasts and those who value exceptional craftsmanship.</p>","Out of stock","17500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","","CNFWP0312","solid","-","https://www.williampenn.net/product/esterbrook-back-to-the-land-estie-incredible-rock-fountain-pen-with-gold-trims-broad-1730960826","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35456-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35456-1.jpg","published","Brown","Broad","new","WP35456","50","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35456-1.jpg","-","-","-","-","-","-","-"
"WP35457","Esterbrook Back To The Land Estie Incredible Rock Piston Fountain Pen With Gold Trims - Fine","CNFWP0313","<p>Introducing the ""Back to the Land"" series of fountain pens, a perfect blend of retro charm and modern functionality. Celebrate the 1970s era of flower power and free love with these highquality writing instruments, available in three unique colors: Quirky Leaf, Funky Lake, and Incredible Rock.</p><p>Choose between a button piston or cartridgeconverter filling mechanism to suit your writing preference. Each pen in this collection offers a nostalgic journey back to nature and the Americana spirit, making it an ideal choice for vintage design enthusiasts and those who value exceptional craftsmanship.</p>","In stock","22500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","1","CNFWP0313","solid","-","https://www.williampenn.net/product/esterbrook-back-to-the-land-estie-incredible-rock-piston-fountain-pen-with-gold-trims-fine-1730960827","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35457-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35457-1.jpg","published","Brown","Fine","new","WP35457","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35457-1.jpg","-","-","-","-","-","-","-"
"WP35451","Esterbrook Back To The Land Estie Quirky Leaf Fountain Pen With Gold Trims - Fine","CNFWP0314","<p>Introducing the ""Back to the Land"" series of fountain pens, a perfect blend of retro charm and modern functionality. Celebrate the 1970s era of flower power and free love with these highquality writing instruments, available in three unique colors: Quirky Leaf, Funky Lake, and Incredible Rock.</p><p>Choose between a button piston or cartridgeconverter filling mechanism to suit your writing preference. Each pen in this collection offers a nostalgic journey back to nature and the Americana spirit, making it an ideal choice for vintage design enthusiasts and those who value exceptional craftsmanship.</p>","In stock","17500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","1","CNFWP0314","solid","-","https://www.williampenn.net/product/esterbrook-back-to-the-land-estie-quirky-leaf-fountain-pen-with-gold-trims-fine-1730960828","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35451-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35451-1.jpg","published","Green","Fine","new","WP35451","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35451-1.jpg","-","-","-","-","-","-","-"
"WP35453","Esterbrook Back To The Land Estie Quirky Leaf Piston Fountain Pen With Gold Trims - Fine","CNFWP0315","<p>Introducing the ""Back to the Land"" series of fountain pens, a perfect blend of retro charm and modern functionality. Celebrate the 1970s era of flower power and free love with these highquality writing instruments, available in three unique colors: Quirky Leaf, Funky Lake, and Incredible Rock.</p><p>Choose between a button piston or cartridgeconverter filling mechanism to suit your writing preference. Each pen in this collection offers a nostalgic journey back to nature and the Americana spirit, making it an ideal choice for vintage design enthusiasts and those who value exceptional craftsmanship.</p>","In stock","22500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","1","CNFWP0315","solid","-","https://www.williampenn.net/product/esterbrook-back-to-the-land-estie-quirky-leaf-piston-fountain-pen-with-gold-trims-fine-1730960829","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35453-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35453-1.jpg","published","Green","Fine","new","WP35453","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35453-1.jpg","-","-","-","-","-","-","-"
"WP35478","Esterbrook Estie Oversize Ebony Black Fountain Pen With Gold Trims - Medium","WP35478","<p>The Estie Ebony Black epitomizes timeless elegance with its sleek, allblack design. Its balanced weight and comfortable grip provide an exceptional writing experience, making it ideal for everyday tasks or special occasions. This pen seamlessly combines classic style with modern performance.</p>","In stock","17000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","3","WP35478","solid","-","https://www.williampenn.net/product/esterbrook-estie-oversize-ebony-black-fountain-pen-with-gold-trims-medium-1730960830","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35478-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35478-1.jpg","published","Black","Medium","new","WP35478","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35478-1.jpg","-","-","-","-","-","-","-"
"WP35477","Esterbrook Estie Oversize Ebony Black Fountain Pen With Palladium Trims - Medium","WP35477","<p>The Estie Ebony Black epitomizes timeless elegance with its sleek, allblack design. Its balanced weight and comfortable grip provide an exceptional writing experience, making it ideal for everyday tasks or special occasions. This pen seamlessly combines classic style with modern performance.</p>","In stock","17000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","2","WP35477","solid","-","https://www.williampenn.net/product/esterbrook-estie-oversize-ebony-black-fountain-pen-with-palladium-trims-medium-1730960831","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35477-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35477-1.jpg","published","Black","Medium","new","WP35477","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35477-1.jpg","-","-","-","-","-","-","-"
"WP35476","Esterbrook Estie Raven Piston Fountain Pen With Black Trims - Medium","WP35476","<p>The Estie Raven fountain pen combines classic elegance with modern design. Featuring a sleek, dark finish and smooth nib performance, this pen is ideal for those who appreciate a sophisticated writing instrument. It offers both style and functionality, making it a perfect choice for every writing occasion.</p>","Out of stock","26000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","","WP35476","solid","-","https://www.williampenn.net/product/esterbrook-estie-raven-piston-fountain-pen-with-black-trims-medium-1730960831","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35476-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35476-1.jpg","published","Black","Medium","new","WP35476","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35476-1.jpg","-","-","-","-","-","-","-"
"WP35480","Esterbrook Estie Honeycomb Orange Fountain Pen With Gold Trims - Medium","WP35480","<p>The Estie Honeycomb is a captivating blend of warm, golden hues and intricate detailing, offering both aesthetic appeal and functionality. Its smooth writing performance makes it a favorite for daily use, while its unique design adds a touch of sophistication to any writing collection.</p>","In stock","17000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","2","WP35480","solid","-","https://www.williampenn.net/product/esterbrook-estie-honeycomb-orange-fountain-pen-with-gold-trims-medium-1730960832","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35480-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35480-1.jpg","published","Orange","Medium","new","WP35480","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35480-1.jpg","-","-","-","-","-","-","-"
"WP35479","Esterbrook Estie Honeycomb Orange Fountain Pen With Palladium Trims - Medium","WP35479","<p>The Estie Raven fountain pen combines classic elegance with modern design. Featuring a sleek, dark finish and smooth nib performance, this pen is ideal for those who appreciate a sophisticated writing instrument. It offers both style and functionality, making it a perfect choice for every writing occasion.</p>","In stock","17000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","3","WP35479","solid","-","https://www.williampenn.net/product/esterbrook-estie-honeycomb-orange-fountain-pen-with-palladium-trims-medium-1730960833","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35479-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35479-1.jpg","published","Orange","Medium","new","WP35479","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35479-1.jpg","-","-","-","-","-","-","-"
"WP35482","Esterbrook Estie Nouveau Blue Fountain Pen With Gold Trims - Medium","WP35482","<p>The Estie Nouveau Bleu is a stunning pen that merges rich blue tones with elegant design elements. Its smooth, reliable performance and striking appearance make it a standout choice for daily writing or special projects. A pen that perfectly balances beauty with precision in every stroke.</p>","In stock","17000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","1","WP35482","solid","-","https://www.williampenn.net/product/esterbrook-estie-nouveau-blue-fountain-pen-with-gold-trims-medium-1730960833","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35482-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35482-1.jpg","published","Blue","Medium","new","WP35482","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35482-1.jpg","-","-","-","-","-","-","-"
"WP35481","Esterbrook Estie Sea Glass Fountain Pen With Gold Trims - Medium","WP35481","<p>The Estie Sea Glass is inspired by the calming hues of the ocean, offering a serene writing experience with every use. Its smooth design and cool tones make it a unique addition to any collection, perfect for those who seek both tranquility and elegance in their writing tools.</p>","In stock","17000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","2","WP35481","solid","-","https://www.williampenn.net/product/esterbrook-estie-sea-glass-fountain-pen-with-gold-trims-medium-1730960834","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35481-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35481-1.jpg","published","Green","Medium","new","WP35481","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35481-1.jpg","-","-","-","-","-","-","-"
"WP35449","Esterbrook Estie Sweet Dreams Fountain Pen With Gold Trims - Fine","CNFWP0316","<p>Sweet Dreams is a pen with personality. Mixing DiamondCast acrylic with a confectionary blend of colors, this Estie truly lives up to its ""Sweet Dreams"" name.</p><p>No detail goes unnoticed. From the artistdesigned box to the fun sleeping mask that doubles as a pen holder, we've combined whimsy with sophistication to bring you one of our most exciting pens to date. Every element has been thoughtfully crafted to ensure a delightful experience, making it not just a writing instrument, but a charming addition to your collection. Whether you're a pen enthusiast or looking for the perfect gift, Sweet Dreams promises to captivate and inspire with every stroke. The interchangeable nib system allows for easy customization, enabling users to switch between different nib sizes and types with ease.</p>","In stock","31500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","2","CNFWP0316","solid","-","https://www.williampenn.net/product/esterbrook-estie-sweet-dreams-fountain-pen-with-gold-trims-fine-1730960834","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35449-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35449-1.jpg","published","Multicolor","Fine","new","WP35449","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35449-1.jpg","-","-","-","-","-","-","-"
"WP35475","Esterbrook Jr Pumpkin Latte Pocket Fountain Pen With Gold Trims - Medium","WP35475","<p>The JR Pen in Pumpkin Latte is a warm, inviting writing instrument that evokes the coziness of autumn. With its rich orange hue and smooth writing performance, it&rsquo;s perfect for adding a seasonal touch to your collection. Ideal for those who appreciate both style and comfort in their writing tools.</p>","Out of stock","15000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","","WP35475","solid","-","https://www.williampenn.net/product/esterbrook-jr-pumpkin-latte-pocket-fountain-pen-with-gold-trims-medium-1730960837","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35475-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35475-1.jpg","published","Brown","Medium","new","WP35475","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35475-1.jpg","-","-","-","-","-","-","-"
"WP35469","Esterbrook Jr Purple Passion Pocket Fountain Pen With Gold Trims - Medium","WP35469","<p>The JR Pen in Purple Passion from the Paradise Collection is a bold statement piece. With its rich purple color and sleek design, it&rsquo;s both eyecatching and functional. This pen is perfect for those who want to express their creativity and individuality through their writing instruments.</p>","In stock","15000 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","4","WP35469","solid","-","https://www.williampenn.net/product/esterbrook-jr-purple-passion-pocket-fountain-pen-with-gold-trims-medium-1730960838","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35469-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35469-1.jpg","published","Purple","Medium","new","WP35469","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35469-1.jpg","-","-","-","-","-","-","-"
"WP35464","Esterbrook Model J Acrylic Capri Blue Fountain Pen With Gold Trims - Medium","WP35464","<p>The Acrylic Model J fountain pen beautifully combines vintage appeal with contemporary style. Made from highquality acrylic, it offers a smooth and satisfying writing experience, making it an ideal choice for those who appreciate elegance and practicality in their everyday writing instruments.</p>","In stock","21500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","1","WP35464","solid","-","https://www.williampenn.net/product/esterbrook-model-j-acrylic-capri-blue-fountain-pen-with-gold-trims-medium-1730960839","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35464-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35464-1.jpg","published","Blue","Medium","new","WP35464","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35464-1.jpg","-","-","-","-","-","-","-"
"WP35463","Esterbrook Model J Acrylic Palm Green Fountain Pen With Gold Trims - Medium","WP35463","<p>The Acrylic Model J fountain pen beautifully combines vintage appeal with contemporary style. Made from highquality acrylic, it offers a smooth and satisfying writing experience, making it an ideal choice for those who appreciate elegance and practicality in their everyday writing instruments.</p>","In stock","21500 INR","Esterbrook","Fountain Pens","Writing Instruments","Writing Instruments","2","WP35463","solid","-","https://www.williampenn.net/product/esterbrook-model-j-acrylic-palm-green-fountain-pen-with-gold-trims-medium-1730960839","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35463-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35463-1.jpg","published","Green","Medium","new","WP35463","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/WP35463-1.jpg","-","-","-","-","-","-","-"
