"id","title","style_code","description","availability","price","brand","product_type","fb_product_category","google_product_category","inventory","item_group_id","pattern","gender","link","image_link","additional_image_link","visibility","colour","size","condition","percentile_availability","sub_group_percentile_availability","age_group","shipping","identifier_exists","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","custom_number_0","custom_number_1","custom_number_2","custom_number_3","custom_number_4"
"I050122","Redford Men Multi Strap Sandals","H-110-190624","Introducing the Redford Men Multi Strap Office Chappal/Sandals by Popular Shoe Mart, a perfect blend of classic style and modern design. Crafted with highquality synthetic material, this office chappal for men ensures allday comfort with a soft, skinfriendly feel. Whether you're navigating flat or uneven surfaces, the sturdy grip provides reliable support throughout your busy day. Ideal for office wear, ethnic occasions, and leisure, these chappals are the best choice for those seeking both style and comfort in one. Upgrade your footwear collection with these versatile men's office chappals for a polished yet relaxed look.","In stock","850 INR","Redford","-","brands","brands","6","H-110-190624","solid","male","https://www.popularshoemart.com/product/redford-h-110-tan-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/H-110-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/H-110-TAN-190624-01.JPG","published","Tan","40/6","new","93","100","","","","-","-","-","-","-","-","-","-","-","-"
"I295512","Redford Men T-strap Buckle Flip-flops","HT-1-190624","Introducing the Redford Men TStrap Buckle FlipFlops Office Chappal/Sandals by Popular Shoe Mart, a perfect blend of classic style and modern design. Crafted with highquality synthetic material, this office chappal for men ensures allday comfort with a soft, skinfriendly feel. Whether you're navigating flat or uneven surfaces, the sturdy grip provides reliable support throughout your busy day. Ideal for office wear, ethnic occasions, and leisure, these chappals are the best choice for those seeking both style and comfort in one. Upgrade your footwear collection with these versatile men's office chappals for a polished yet relaxed look.","In stock","799 INR","Redford","-","brands","brands","9","HT-1-190624","solid","male","https://www.popularshoemart.com/product/redford-ht-1-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-1-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-1-BLK-190624-01.JPG","published","Black","41/7","new","90","100","","","","-","-","-","-","-","-","-","-","-","-"
"I332852","Redford Men T-strap Buckle Flip-flops","HT-1-190624","Introducing the Redford Men TStrap Buckle FlipFlops Office Chappal/Sandals by Popular Shoe Mart, a perfect blend of classic style and modern design. Crafted with highquality synthetic material, this office chappal for men ensures allday comfort with a soft, skinfriendly feel. Whether you're navigating flat or uneven surfaces, the sturdy grip provides reliable support throughout your busy day. Ideal for office wear, ethnic occasions, and leisure, these chappals are the best choice for those seeking both style and comfort in one. Upgrade your footwear collection with these versatile men's office chappals for a polished yet relaxed look.","In stock","799 INR","Redford","-","brands","brands","7","HT-1-190624","solid","male","https://www.popularshoemart.com/product/redford-ht-1-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-1-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-1-TAN-190624-01.JPG","published","Tan","41/7","new","90","83","","","","-","-","-","-","-","-","-","-","-","-"
"I332864","Redford Men Buckle Strap Flip-flops","HT-2-190624","Introducing the Redford Men Buckle Strap FlipFlops Office Chappal by Popular Shoe Mart, a perfect blend of classic style and modern design. Crafted with highquality synthetic material, this office chappal for men ensures allday comfort with a soft, skinfriendly feel. Whether you're navigating flat or uneven surfaces, the sturdy grip provides reliable support throughout your busy day. Ideal for office wear, ethnic occasions, and leisure, these chappals are the best choice for those seeking both style and comfort in one. Upgrade your footwear collection with these versatile men's office chappals for a polished yet relaxed look.","In stock","799 INR","Redford","-","brands","brands","10","HT-2-190624","solid","male","https://www.popularshoemart.com/product/redford-ht-2-brown-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-2-BRN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-2-BRN-190624-01.JPG","published","Brown","41/7","new","90","83","","","","-","-","-","-","-","-","-","-","-","-"
"I292171","Redford Men Buckle Strap Flip-flops","HT-2-190624","Introducing the Redford Men Buckle Strap FlipFlops Office Chappal by Popular Shoe Mart, a perfect blend of classic style and modern design. Crafted with highquality synthetic material, this office chappal for men ensures allday comfort with a soft, skinfriendly feel. Whether you're navigating flat or uneven surfaces, the sturdy grip provides reliable support throughout your busy day. Ideal for office wear, ethnic occasions, and leisure, these chappals are the best choice for those seeking both style and comfort in one. Upgrade your footwear collection with these versatile men's office chappals for a polished yet relaxed look.","In stock","799 INR","Redford","-","brands","brands","9","HT-2-190624","solid","male","https://www.popularshoemart.com/product/redford-ht-2-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-2-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-2-TAN-190624-01.JPG","published","Tan","41/7","new","90","100","","","","-","-","-","-","-","-","-","-","-","-"
"I332870","Redford Men V-strap Flip-flops","HT-3-190624","Redford Men VStrap FlipFlops","In stock","799 INR","Redford","-","brands","brands","5","HT-3-190624","solid","male","https://www.popularshoemart.com/product/redford-ht-3-mhd-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-3-MHD-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/HT-3-MHD-190624-01.JPG","published","Mehandi","41/7","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I048566","Redford Men Office Slippers","2024-190624","Introducing the Redford Men Black and Tan Office Chappal/Sandals by Popular Shoe Mart, a perfect blend of classic style and modern design. Crafted with highquality synthetic material, this office chappal for men ensures allday comfort with a soft, skinfriendly feel. Whether you're navigating flat or uneven surfaces, the sturdy grip provides reliable support throughout your busy day. Ideal for office wear, ethnic occasions, and leisure, these chappals are the best choice for those seeking both style and comfort in one. Upgrade your footwear collection with these versatile men's office chappals for a polished yet relaxed look.","In stock","830 INR","Redford","-","brands","brands","7","2024-190624","solid","male","https://www.popularshoemart.com/product/redford-2024-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/2024-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/2024-BLK-190624-01.JPG","published","Black","41/7","new","85","85","","","","-","-","-","-","-","-","-","-","-","-"
"I048574","Redford Men Office Slippers","2024-190624","Introducing the Redford Men Black and Tan Office Chappal/Sandals by Popular Shoe Mart, a perfect blend of classic style and modern design. Crafted with highquality synthetic material, this office chappal for men ensures allday comfort with a soft, skinfriendly feel. Whether you're navigating flat or uneven surfaces, the sturdy grip provides reliable support throughout your busy day. Ideal for office wear, ethnic occasions, and leisure, these chappals are the best choice for those seeking both style and comfort in one. Upgrade your footwear collection with these versatile men's office chappals for a polished yet relaxed look.","In stock","830 INR","Redford","-","brands","brands","3","2024-190624","solid","male","https://www.popularshoemart.com/product/redford-2024-brown-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/2024-BRN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/2024-BRN-190624-01.JPG","published","Brown","40/6","new","85","85","","","","-","-","-","-","-","-","-","-","-","-"
"I050266","Redford Men Open-toe Sandals","RF-315-190624","Redford Men OpenToe Sandals","In stock","1049 INR","Redford","-","brands","brands","22","RF-315-190624","solid","male","https://www.popularshoemart.com/product/redford-rf-315-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/RF-315-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/RF-315-BLK-190624-01.JPG","published","Black","40/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I050265","Redford Men Open-toe Sandals","RF-315-190624","Redford Men OpenToe Sandals","In stock","1049 INR","Redford","-","brands","brands","22","RF-315-190624","solid","male","https://www.popularshoemart.com/product/redford-rf-315-tan-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/RF-315-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/RF-315-TAN-190624-01.JPG","published","Tan","40/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I330687","Footcaps Lightweight Sandals","322-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","2","322-190624","solid","male","https://www.popularshoemart.com/product/footcaps-322-brown-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/322-BRN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/322-BRN-190624-01.JPG","published","Brown","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I330680","Footcaps Lightweight Sandals","322-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","4","322-190624","solid","male","https://www.popularshoemart.com/product/footcaps-322-tan-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/322-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/322-TAN-190624-01.JPG","published","Tan","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I330694","Footcaps Lightweight Sandals","344-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","4","344-190624","solid","male","https://www.popularshoemart.com/product/footcaps-344-black-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/344-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/344-BLK-190624-01.JPG","published","Black","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I330701","Footcaps Lightweight Sandals","344-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","5","344-190624","solid","male","https://www.popularshoemart.com/product/footcaps-344-tan-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/344-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/344-TAN-190624-01.JPG","published","Tan","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I330708","Footcaps Lightweight Sandals","355-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","5","355-190624","solid","male","https://www.popularshoemart.com/product/footcaps-355-tan-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/355-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/355-TAN-190624-01.JPG","published","Tan","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I330722","Footcaps Lightweight Sandals","355-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","4","355-190624","solid","male","https://www.popularshoemart.com/product/footcaps-355-black-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/355-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/355-BLK-190624-01.JPG","published","Black","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I330715","Footcaps Lightweight Sandals","355-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","4","355-190624","solid","male","https://www.popularshoemart.com/product/footcaps-355-brown-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/355-BRN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/355-BRN-190624-01.JPG","published","Brown","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I330736","Footcaps Lightweight Sandals","366-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","5","366-190624","solid","male","https://www.popularshoemart.com/product/footcaps-366-tan-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/366-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/366-TAN-190624-01.JPG","published","Tan","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I330729","Footcaps Lightweight Sandals","366-190624","Foot caps Lightweight Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","2","366-190624","solid","male","https://www.popularshoemart.com/product/footcaps-366-black-11","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/366-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/366-BLK-190624-01.JPG","published","Black","45/11","new","33","33","","","","-","-","-","-","-","-","-","-","-","-"
"I288662","Footcaps Stylish Sandals","3470-190624","Foot caps Stylish Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","899 INR","Footcaps","-","men","men","4","3470-190624","solid","male","https://www.popularshoemart.com/product/footcaps-3470-tan-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/3470-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/3470-TAN-190624-01.JPG","published","Tan","42/8","new","41","71","","","","-","-","-","-","-","-","-","-","-","-"
"I117472","Footcaps Stylish Sandals","3724-190624","Foot caps Stylish Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","3","3724-190624","solid","male","https://www.popularshoemart.com/product/footcaps-3724-brown-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/3724-BRN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/3724-BRN-190624-01.JPG","published","Brown","41/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I106652","Footcaps Stylish Sandals","3724-190624","Foot caps Stylish Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","949 INR","Footcaps","-","men","men","10","3724-190624","solid","male","https://www.popularshoemart.com/product/footcaps-3724-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/3724-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/3724-BLK-190624-01.JPG","published","Black","41/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I266062","Footcaps Formal Solid Sandals","16013-190624","Foot caps Formal Solid Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","9","16013-190624","solid","male","https://www.popularshoemart.com/product/footcaps-16013-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16013-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16013-BLK-190624-01.JPG","published","Black","41/7","new","70","100","","","","-","-","-","-","-","-","-","-","-","-"
"I304470","Footcaps Formal Solid Sandals","16013-190624","Foot caps Formal Solid Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","2","16013-190624","solid","male","https://www.popularshoemart.com/product/footcaps-16013-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16013-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16013-TAN-190624-01.JPG","published","Tan","41/7","new","70","40","","","","-","-","-","-","-","-","-","-","-","-"
"I302301","Footcaps Formal Solid Sandals","16014-190624","Foot caps Formal Solid Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","1","16014-190624","solid","male","https://www.popularshoemart.com/product/footcaps-16014-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16014-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16014-TAN-190624-01.JPG","published","Tan","41/7","new","75","83","","","","-","-","-","-","-","-","-","-","-","-"
"I300656","Footcaps Formal Solid Sandals","16014-190624","Foot caps Formal Solid Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","1","16014-190624","solid","male","https://www.popularshoemart.com/product/footcaps-16014-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16014-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16014-BLK-190624-01.JPG","published","Black","41/7","new","75","66","","","","-","-","-","-","-","-","-","-","-","-"
"I303621","Footcaps Formal Solid Sandals","16016-190624","Foot caps Formal Solid Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","2","16016-190624","solid","male","https://www.popularshoemart.com/product/footcaps-16016-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16016-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16016-TAN-190624-01.JPG","published","Tan","41/7","new","35","28","","","","-","-","-","-","-","-","-","-","-","-"
"I303614","Footcaps Formal Solid Sandals","16016-190624","Foot caps Formal Solid Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","2","16016-190624","solid","male","https://www.popularshoemart.com/product/footcaps-16016-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16016-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/16016-BLK-190624-01.JPG","published","Black","41/7","new","35","42","","","","-","-","-","-","-","-","-","-","-","-"
"I304445","Footcaps Slip-on Comfort Sandals","BATA-01-190624","Foot caps Slipon Comfort Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","1","BATA-01-190624","solid","male","https://www.popularshoemart.com/product/footcaps-bata-01-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/BATA-01-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/BATA-01-TAN-190624-01.JPG","published","Tan","41/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I327252","Footcaps Slip-on Comfort Sandals","BATA-03-190624","Foot caps Slipon Comfort Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","4","BATA-03-190624","solid","male","https://www.popularshoemart.com/product/footcaps-bata-03-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/BATA-03-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/BATA-03-BLK-190624-01.JPG","published","Black","41/7","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I324609","Footcaps Formal Sandals","CAMARY-3-190624","Foot caps Formal Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","4","CAMARY-3-190624","solid","male","https://www.popularshoemart.com/product/footcaps-camary-3-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CAMARY-3-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CAMARY-3-BLK-190624-01.JPG","published","Black","41/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I322861","Footcaps Formal Sandals","CAMARY-4-190624","Foot caps Formal Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","4","CAMARY-4-190624","solid","male","https://www.popularshoemart.com/product/footcaps-camary-4-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CAMARY-4-TAN-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CAMARY-4-TAN-190624-01.JPG","published","Tan","41/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I322856","Footcaps Formal Sandals","CAMARY-4-190624","Foot caps Formal Sandals by Popular Shoe Mart is a combination of classic style with a modern touch and cozy fit. Its highquality synthetic material is soft on skin for fullday comfort and provides sturdy grip on flat and uneven surfaces. Best choice for office wear, ethnic occasions, casual and leisure.","In stock","999 INR","Footcaps","-","men","men","3","CAMARY-4-190624","solid","male","https://www.popularshoemart.com/product/footcaps-camary-4-blue-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CAMARY-4-BLU-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CAMARY-4-BLU-190624-01.JPG","published","Blue","41/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
